date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,c6h6,co,no,no2,nox,o3,so2
2020-03-08,284.166.666.666.667,250.291.666.666.667,702.708.333.333.333,NA,194.020.833.333.333,120.395.833.333.333,17.7,7.4,0,24,18431,13.021.539.797.081,0.62,0.4,3.9,21.45,27.3,60.86,2.75
2020-03-09,3.0625,214.833.333.333.333,683.541.666.666.667,NA,201.229.166.666.667,128.166.666.666.667,19.8,7,0,107,47999,222.921.310.860.643,0.62,0.33,3.25,15.46,20.54,62.38,2.58
2020-03-10,323.541.666.666.667,256.25,701.041.666.666.667,NA,153.25,115.833.333.333.333,16.7,7.3,0,104,52110,199.577.816.158.127,0.78,0.38,15.46,28.46,52,46.75,3.38
2020-03-11,187.708.333.333.333,217.833.333.333.333,796.875,NA,209.979.166.666.667,12.3625,18.7,7.6,0,81,45493,178.049.370.232.783,0.78,0.38,10.33,27.75,43.42,62.33,3.25
2020-03-12,225.208.333.333.333,197.145.833.333.333,828.125,NA,188.583.333.333.333,133.875,19.7,9.5,0,75,44343,169.136.053.041.066,0.68,0.37,5.54,24.25,32.33,52.54,03.04
2020-03-13,257.708.333.333.333,2.153.125,85.625,NA,207.020.833.333.333,12.8125,19.1,7,0,66,39623,166.569.921.510.234,0.65,0.33,4.17,18.46,24.92,48.25,3.21
2020-03-14,197.291.666.666.667,239.958.333.333.333,813.958.333.333.333,NA,147.291.666.666.667,1.315.625,18.8,8.4,0,15,9691,154.782.788.153.957,0.6,0.34,1.71,9.67,12.25,68.46,3
2020-03-15,288.125,206.5,819.583.333.333.333,NA,179.458.333.333.333,12.6875,18,7.6,0,15,10134,14.801.657.785.672,0.62,0.33,1.67,14.04,16.5,79.58,3
2020-03-16,525.833.333.333.333,591.041.666.666.667,87,NA,171.875,13.55,14.5,12.9,26.7,93,53110,175.108.265.863.303,0.63,0.35,3.17,20.17,24.83,67.46,3
2020-03-17,345.208.333.333.333,80.5,752.916.666.666.667,NA,971.875,145.958.333.333.333,16.8,9.5,0,82,49095,167.023.118.443.833,0.74,0.42,10.42,25.83,41.58,40.88,3.38
2020-03-18,161.666.666.666.667,213.270.833.333.333,81.625,NA,145.770.833.333.333,12.15,17.6,7.4,0,68,39029,174.229.419.149.863,0.63,0.31,4.92,15.92,23.21,61.58,3.17
2020-03-19,204.166.666.666.667,204.541.666.666.667,821.458.333.333.333,NA,207.229.166.666.667,112.479.166.666.667,16.4,7.1,0.1,79,40563,194.758.770.307.916,0.64,0.23,2.54,15.79,19.62,77.88,3
2020-03-20,264.583.333.333.333,200.75,795.208.333.333.333,NA,222.520.833.333.333,1.154.375,16.5,7.4,0,79,41233,191.594.111.512.623,0.6,0.22,1.46,11.17,13.58,82.21,3
2020-03-21,253.958.333.333.333,190.895.833.333.333,785.208.333.333.333,NA,223.229.166.666.667,118.104.166.666.667,17.3,6.1,0,37,20916,176.898.068.464.334,0.6,0.2,1.42,7.58,9.62,77.12,3
2020-03-22,309.791.666.666.667,148.5,866.041.666.666.667,NA,173.333.333.333.333,129.166.666.666.667,16.9,8.8,16.7,22,14462,152.122.804.591.343,0.6,0.21,1.83,11.88,14.71,76.58,3
2020-03-23,371.458.333.333.333,759.166.666.666.667,845.416.666.666.667,NA,115.458.333.333.333,133.895.833.333.333,16.3,11.4,22,111,48925,226.877.874.297.394,0.6,0.2,1.75,7.96,10.42,86.33,3
2020-03-24,4.7375,52.5,664.791.666.666.667,NA,184,121.854.166.666.667,14.4,9.8,0,66,32852,200.901.010.592.962,0.6,0.25,2.38,9.75,13.33,78.46,3
2020-03-25,233.958.333.333.333,170.020.833.333.333,616.041.666.666.667,NA,112.020.833.333.333,940.833.333.333.333,14.6,3.9,0,58,34426,168.477.313.658.282,0.65,0.3,3.62,15.04,20.54,68.67,3.29
2020-03-26,325.833.333.333.333,178.104.166.666.667,712.708.333.333.333,NA,194.354.166.666.667,794.791.666.666.667,12.3,3.1,0,36,20963,171.731.145.351.333,0.61,0.29,2.38,12.92,16.46,76.5,3.17
2020-03-27,2.3875,263.770.833.333.333,626.458.333.333.333,NA,167.145.833.333.333,958.541.666.666.667,16.5,3.8,0,60,33058,181.499.183.253.675,0.63,0.26,1.58,7.58,10.17,79.75,3.17
2020-03-28,2.425,235.791.666.666.667,65.25,NA,2.133.125,128.166.666.666.667,18.1,8.2,0,8,6519,122.718.208.314.159,0.63,0.28,1.87,09.09,11.91,77.83,3.35
2020-03-29,238.333.333.333.333,223.395.833.333.333,699.583.333.333.333,NA,251.479.166.666.667,133.645.833.333.333,19.8,7.5,0,11,7406,148.528.220.361.869,0.6,0.3,1.71,11.17,13.79,59.42,3
2020-03-30,299.791.666.666.667,223.833.333.333.333,810.833.333.333.333,NA,35.875,980.208.333.333.333,13.6,7.6,6.4,68,38318,177.462.289.263.532,0.6,0.32,1.88,12.71,15.58,61.67,3
2020-03-31,375.416.666.666.667,722.291.666.666.667,738.125,NA,535.833.333.333.333,114.791.666.666.667,13.1,8.1,3.7,45,26773,168.079.781.869.794,0.6,0.31,1.29,8.12,10.04,85.04,3
2020-04-01,544.375,485.625,863.333.333.333.333,NA,35.125,11.4625,12.9,10.2,20,34,17182,19.788.150.389.943,0.6,0.31,1.58,8.75,11.21,85.88,3
2020-04-02,313.958.333.333.333,87.5,709.583.333.333.333,NA,114.208.333.333.333,1.195.625,14.7,8.9,0.1,30,22662,13.238.019.592.269,0.6,0.36,2.62,9.33,13.21,65,3
2020-04-03,2.55,2.518.125,761.666.666.666.667,NA,211.166.666.666.667,11.1125,17.1,5.2,0,34,20570,165.289.256.198.347,0.6,0.35,2,7.75,10.71,73.79,3.17
2020-04-04,278.541.666.666.667,231.583.333.333.333,786.041.666.666.667,NA,2.755.625,116.541.666.666.667,18.1,6.5,0,8,6154,129.996.750.081.248,0.6,0.33,1.58,5.38,7.46,81.83,3
2020-04-05,257.083.333.333.333,2.434.375,744.166.666.666.667,NA,281.791.666.666.667,118.604.166.666.667,19.2,6.3,0.2,9,7328,122.816.593.886.463,0.6,0.33,1.75,6.96,9.46,93.12,3
2020-04-06,207.083.333.333.333,231.583.333.333.333,74.75,NA,254.875,127.270.833.333.333,19,7.6,0,51,31594,161.423.055.010.445,0.61,0.3,1.92,8.21,10.96,87.25,3
2020-04-07,184.166.666.666.667,225.416.666.666.667,740.208.333.333.333,NA,209.979.166.666.667,139.416.666.666.667,19.6,9.8,0,38,22477,169.061.707.523.246,0.6,0.27,1.71,6.54,09.04,102.79,3.12
2020-04-08,189.583.333.333.333,208.166.666.666.667,69.125,NA,2.351.875,146.604.166.666.667,20.5,10,0,25,17452,143.250.057.300.023,0.6,0.3,2,6.92,9.88,85.96,3.21
2020-04-09,221.875,225.458.333.333.333,754.375,NA,242.854.166.666.667,141.479.166.666.667,19.4,9.3,0,34,15504,219.298.245.614.035,0.6,0.28,1.58,4.71,7.17,99.21,3.17
2020-04-10,2.525,241.395.833.333.333,714.791.666.666.667,NA,258.083.333.333.333,1.401.875,21.3,8.3,0,15,9140,164.113.785.557.987,0.6,0.3,1.96,6.12,8.96,91.29,3.21
2020-04-11,255.833.333.333.333,2.390.625,761.041.666.666.667,NA,231.041.666.666.667,141.291.666.666.667,20.5,8.6,0,5,3793,131.821.776.957.553,0.6,0.27,1.58,5.33,7.54,101.25,3.33
2020-04-12,228.333.333.333.333,1.593.125,690.833.333.333.333,NA,253.291.666.666.667,151.791.666.666.667,20.6,9.9,0,13,7153,181.741.926.464.421,0.6,0.34,1.21,6.5,8.29,93.5,3
2020-04-13,228.333.333.333.333,2.061.875,860.625,NA,19.25,130.854.166.666.667,15.5,11.1,31,22,11220,196.078.431.372.549,0.6,0.29,1.83,7.62,10.58,88.75,3
2020-04-14,204.791.666.666.667,182.854.166.666.667,790.208.333.333.333,NA,277.5,14.85,19.4,9.6,0,36,21151,170.204.718.453.028,0.6,0.33,2.58,12.21,16.04,72.08,3.17
2020-04-15,318.125,140.729.166.666.667,834.583.333.333.333,NA,2.360.625,147.625,18.4,9.7,0.1,14,9078,154.218.990.967.173,0.6,0.31,2.5,12.17,15.88,79.96,03.08
2020-04-16,250.416.666.666.667,697.083.333.333.333,770.416.666.666.667,NA,251.166.666.666.667,1.648.125,19.4,13.6,0.1,19,13163,144.343.994.530.122,0.6,0.33,02.04,8.67,11.62,75.5,3
2020-04-17,172.708.333.333.333,189.208.333.333.333,861.666.666.666.667,NA,162.729.166.666.667,156.833.333.333.333,19,12.2,0,17,12033,141.278.151.749.356,0.6,0.32,1.92,8.67,11.46,71.79,3
2020-04-18,294.791.666.666.667,133.25,862.916.666.666.667,NA,181.125,164.020.833.333.333,19.9,12.8,6.6,3,3025,991.735.537.190.083,0.6,0.35,01.08,06.04,7.67,73.5,3
2020-04-19,251.458.333.333.333,631.041.666.666.667,96.125,NA,301.875,157.416.666.666.667,16.2,15.1,67.8,4,2966,134.861.766.689.144,0.61,0.34,3.17,13,17.83,55.29,3
2020-04-20,169.791.666.666.667,1.935.625,943.958.333.333.333,NA,73.875,157.145.833.333.333,17.9,14.9,34.1,23,16218,141.817.733.382.661,0.6,0.37,2.58,15.62,19.71,65.62,3
2020-04-21,259.375,114.541.666.666.667,966.041.666.666.667,NA,426.458.333.333.333,145.395.833.333.333,15.4,13.5,90.7,14,7243,193.290.073.174.099,0.6,0.33,1.88,9.42,12.38,80.67,3
2020-04-22,378.333.333.333.333,453.541.666.666.667,766.041.666.666.667,NA,178.791.666.666.667,150.020.833.333.333,17.5,13.5,8.5,19,10635,178.655.383.168.782,0.6,0.3,3,9.33,13.88,76.96,3.12
2020-04-23,276.666.666.666.667,252.270.833.333.333,73.875,NA,252.770.833.333.333,16.1,21.5,11.1,0.2,15,9649,155.456.523.992.124,0.62,0.31,3.17,9.92,14.75,73.12,3.38
2020-04-24,281.458.333.333.333,232.208.333.333.333,794.583.333.333.333,NA,305.979.166.666.667,160.166.666.666.667,20.6,11,0,11,7968,138.052.208.835.341,0.6,0.29,2.71,7.75,11.92,77.25,3.5
2020-04-25,206.041.666.666.667,221.75,783.541.666.666.667,NA,297.541.666.666.667,1.550.625,20.7,9.8,0,4,3118,128.287.363.694.676,0.6,0.29,2.33,5.33,8.88,63,3.25
2020-04-26,218.333.333.333.333,236.645.833.333.333,827.708.333.333.333,NA,280.541.666.666.667,159.979.166.666.667,21.4,11.4,0,6,4438,135.196.034.249.662,0.6,0.32,2.92,6.88,11.29,61.96,03.04
2020-04-27,282.083.333.333.333,233.666.666.666.667,860.208.333.333.333,NA,215.583.333.333.333,160.791.666.666.667,21.3,10.6,3.8,21,14368,146.158.129.175.947,0.6,0.26,3.38,6.67,11.79,79.5,3.54
2020-04-28,342.083.333.333.333,2.186.875,709.791.666.666.667,NA,278.333.333.333.333,164.895.833.333.333,21.3,11,1.9,17,14032,12.115.165.336.374,0.64,0.27,2.54,6.71,10.5,83.62,3.5
2020-04-29,334.375,201.645.833.333.333,689.375,NA,268.395.833.333.333,165.666.666.666.667,21.2,10.1,0,7,4840,144.628.099.173.554,0.6,0.26,03.08,9.25,14.04,75.75,3.83
2020-04-30,317.708.333.333.333,231.020.833.333.333,624.375,NA,260.645.833.333.333,180.020.833.333.333,24.3,11.6,0,18,14336,125.558.035.714.286,0.6,0.25,3.58,4.33,9.88,62,3.58
2020-05-01,336.666.666.666.667,220.145.833.333.333,638.541.666.666.667,NA,257.958.333.333.333,195.916.666.666.667,27.4,11.3,0,7,4839,144.657.987.187.435,0.6,0.22,4.21,7.54,13.92,52.54,3.71
2020-05-02,2.15,176.083.333.333.333,77,NA,305.354.166.666.667,1.866.875,24.5,12.6,0,NA,NA,NA,0.6,0.24,3.79,6.54,12.12,49.58,3.42
2020-05-03,208.958.333.333.333,200.354.166.666.667,79.125,NA,3.186.875,1.855.625,23.5,13.8,0,1,941,106.269.925.611.052,0.61,0.26,6,11.54,20.42,53.58,3.54
2020-05-04,268.541.666.666.667,2.358.125,77,NA,316.166.666.666.667,193.333.333.333.333,25.2,13.5,0,14,11141,125.661.969.302.576,0.61,0.23,5.71,15,23.75,53.71,3.75
2020-05-05,197.083.333.333.333,203.666.666.666.667,806.041.666.666.667,NA,1.916.875,184.333.333.333.333,24.1,14.4,0,17,10454,162.617.180.026.784,0.6,0.26,6.54,10.75,20.75,66.62,3.79
2020-05-06,251.041.666.666.667,225.645.833.333.333,728.541.666.666.667,NA,319.208.333.333.333,201.708.333.333.333,26.2,14.7,0.1,17,10624,160.015.060.240.964,0.6,0.23,4.92,12.21,19.58,74.33,3.92
2020-05-07,2.8125,141.333.333.333.333,715.416.666.666.667,NA,290.354.166.666.667,194.770.833.333.333,23.7,15.2,0,9,6378,141.110.065.851.364,0.6,0.26,4.37,8.89,15.58,79.11,3.42
2020-05-08,215.208.333.333.333,139.791.666.666.667,747.708.333.333.333,NA,306.979.166.666.667,194.229.166.666.667,23.8,14.1,0,10,7957,125.675.505.843.911,NA,NA,NA,NA,NA,NA,NA
2020-05-09,2.55,1.361.875,829.375,NA,702.708.333.333.333,180.229.166.666.667,19.9,14.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-10,322.083.333.333.333,165.958.333.333.333,88.125,NA,1.199.375,17.725,21.4,14.4,5.7,2,1632,122.549.019.607.843,0.6,0.25,3,5.62,10.08,83.71,3
2020-05-11,443.125,226.395.833.333.333,702.083.333.333.333,NA,287.041.666.666.667,1.825.625,22.9,12.1,0,15,9197,163.096.661.954.985,NA,NA,NA,NA,NA,NA,NA
2020-05-12,2.9625,898.125,796.041.666.666.667,NA,2.351.875,165.708.333.333.333,20.2,10.5,0.5,15,10381,144.494.750.024.082,0.6,0.22,3.71,5.29,10.5,96.86,3
2020-05-13,382.291.666.666.667,230.229.166.666.667,73.5,NA,328.520.833.333.333,181.354.166.666.667,23.4,12.7,0.5,9,7674,117.279.124.315.872,0.6,0.35,1.86,11.19,13.95,65.91,3.45
2020-05-14,251.041.666.666.667,176.375,905.208.333.333.333,NA,778.125,156.375,18.4,12,10.9,5,4247,117.730.162.467.624,0.6,0.3,02.04,14.38,17.62,62.04,03.04
2020-05-15,193.541.666.666.667,169.145.833.333.333,785.625,NA,259.541.666.666.667,173.208.333.333.333,21.9,12.4,0.1,14,8798,159.127.074.335.076,0.6,NA,1.17,8,9.79,56.96,3
2020-05-16,230.625,248.083.333.333.333,804.791.666.666.667,NA,175.270.833.333.333,1.719.375,22.8,14.8,3.5,1,375,266.666.666.666.667,0.6,NA,1,5.5,7.17,62.12,3
2020-05-17,315.833.333.333.333,239.395.833.333.333,755.625,NA,263.895.833.333.333,179.833.333.333.333,23.5,13.3,0,3,918,326.797.385.620.915,0.6,NA,3,11.83,16.29,71.17,3
2020-05-18,244.791.666.666.667,231.583.333.333.333,75.375,NA,332.541.666.666.667,188.020.833.333.333,24.2,13.1,0,31,21618,143.399.019.335.739,0.62,NA,5.8,16.5,25.1,73.79,3.21
2020-05-19,2.5625,240.604.166.666.667,673.958.333.333.333,NA,3.425.625,205.958.333.333.333,28.1,13.9,0,10,6298,158.780.565.258.812,0.6,0.3,0.56,8.89,9.33,81.96,3
2020-05-20,255.625,225.041.666.666.667,694.583.333.333.333,NA,340.75,21.1,27.6,15.4,0,7,6148,113.858.165.256.994,0.6,0.23,1.52,12.62,14.19,74.67,3.33
2020-05-21,348.541.666.666.667,222.645.833.333.333,64,NA,324.270.833.333.333,220.458.333.333.333,28.3,15.2,0.1,9,6641,135.521.758.771.269,0.6,0.21,2.75,12.5,16.58,73,03.08
2020-05-22,2.8125,224.833.333.333.333,704.375,NA,342.708.333.333.333,215.833.333.333.333,29.1,14.8,0,12,6177,194.269.062.651.773,0.6,0.2,1.12,6.21,7.75,80.12,3
2020-05-23,319.791.666.666.667,203.208.333.333.333,709.791.666.666.667,NA,329.083.333.333.333,215.916.666.666.667,28.4,15.3,0,4,2522,158.604.282.315.623,0.6,0.2,1,2.88,4.58,54.83,3
2020-05-24,262.083.333.333.333,196.979.166.666.667,778.541.666.666.667,NA,254.583.333.333.333,201.895.833.333.333,24.4,15.8,0,2,1706,117.233.294.255.569,0.6,0.2,1.13,6.48,8.39,66.65,3
2020-05-25,2.95,2.129.375,712.083.333.333.333,NA,298.270.833.333.333,2.055.625,25.1,15.2,0,17,11810,143.945.808.636.749,0.6,0.2,7.46,13.75,25,77.17,03.04
2020-05-26,276.875,228.666.666.666.667,671.666.666.666.667,NA,341.75,2.153.125,27.6,15.2,0,18,13436,133.968.442.988.985,0.6,0.24,2,9.92,12.96,85.83,3
2020-05-27,321.041.666.666.667,128.854.166.666.667,667.083.333.333.333,NA,345.875,208.666.666.666.667,24.6,16.6,0,10,7150,13.986.013.986.014,0.6,0.24,NA,NA,NA,71.42,3
2020-05-28,198.333.333.333.333,169.854.166.666.667,743.333.333.333.333,NA,340.479.166.666.667,206.708.333.333.333,25.2,14.4,0,10,6373,156.911.972.383.493,0.61,0.21,NA,NA,NA,72.42,03.04
2020-05-29,311.875,2.453.125,749.375,NA,2.925.625,198.895.833.333.333,26.8,14,3.1,19,13211,143.819.544.319.128,0.6,0.21,NA,NA,NA,72.54,3
2020-05-30,238.541.666.666.667,1.974.375,772.916.666.666.667,NA,316.145.833.333.333,2.008.125,25,15.2,0,5,4906,101.916.021.198.532,0.6,0.2,NA,NA,NA,70.29,3
2020-05-31,257.291.666.666.667,2.308.125,729.583.333.333.333,NA,337.25,206.604.166.666.667,26.2,15,0,6,4982,120.433.560.818.948,0.6,0.2,NA,NA,NA,70.42,3
2020-06-01,195.833.333.333.333,239.666.666.666.667,766.041.666.666.667,NA,209.729.166.666.667,207.479.166.666.667,26.8,15.5,1.3,9,6558,137.236.962.488.564,0.6,0.2,NA,NA,NA,63.79,3
2020-06-02,236.875,219.291.666.666.667,785.416.666.666.667,NA,259.979.166.666.667,208.479.166.666.667,25.8,14.9,0.2,21,12759,164.589.701.387.256,0.6,0.2,NA,NA,NA,67.79,3
2020-06-03,3.275,223.458.333.333.333,807.291.666.666.667,NA,279.041.666.666.667,213.354.166.666.667,26.9,17,9.5,9,7100,126.760.563.380.282,0.6,0.32,NA,NA,NA,68.46,3
2020-06-04,276.666.666.666.667,235.875,796.458.333.333.333,NA,171.395.833.333.333,186.354.166.666.667,22.1,13.5,1.5,10,6550,152.671.755.725.191,0.6,0.32,NA,NA,NA,72.38,3
2020-06-05,336.875,233.916.666.666.667,646.875,NA,349.458.333.333.333,198.270.833.333.333,27.1,12.9,0,12,8090,148.331.273.176.761,0.67,0.36,NA,NA,NA,73.62,3
2020-06-06,2.4625,163.645.833.333.333,789.375,NA,312.5,2.069.375,25.2,14.4,0,6,5261,11.404.675.917.126,0.63,0.31,NA,NA,NA,47.5,3
2020-06-07,215.416.666.666.667,139.75,815.833.333.333.333,NA,191.791.666.666.667,192.916.666.666.667,23.3,15.9,13,1,535,186.915.887.850.467,0.6,0.3,1.75,7.58,10.5,56.61,2.76
2020-06-08,2.775,232.791.666.666.667,72.75,NA,221.895.833.333.333,171.895.833.333.333,22.5,14,0.3,15,9498,157.927.984.838.913,0.6,0.26,02.04,11.62,14.71,59.62,2.83
2020-06-09,252.708.333.333.333,247.729.166.666.667,780.625,NA,277.416.666.666.667,1.721.875,23.7,13,16.2,15,11981,125.198.230.531.675,0.6,0.23,2.54,11.5,15.38,65.42,3
2020-06-10,245.208.333.333.333,209.458.333.333.333,757.083.333.333.333,NA,303.166.666.666.667,1.845.625,22.9,13.4,1.1,10,6124,163.291.966.035.271,0.6,0.29,2.67,15.29,19.08,59.96,3
2020-06-11,217.083.333.333.333,1.425.625,810.625,NA,196.645.833.333.333,199.645.833.333.333,24.2,16.1,0,17,13369,127.159.847.408.183,0.6,0.3,3.54,10.04,15.25,72.08,3
2020-06-12,335.625,219.75,676.041.666.666.667,NA,3.383.125,21.5,26,14.5,0,15,9350,160.427.807.486.631,0.6,0.31,1,6.96,8.58,72.71,3
2020-06-13,302.291.666.666.667,231.895.833.333.333,588.958.333.333.333,NA,327.770.833.333.333,214.854.166.666.667,28.4,15.1,0,2,1569,127.469.725.940.089,0.6,0.32,1.33,8.62,10.71,70.92,3
2020-06-14,2.8375,2.303.125,734.583.333.333.333,NA,307.354.166.666.667,20.55,25.5,14.6,0,2,1264,158.227.848.101.266,0.64,0.34,02.08,11.67,14.79,66.17,3
2020-06-15,284.375,205.708.333.333.333,738.541.666.666.667,NA,331.604.166.666.667,215.104.166.666.667,25.9,16.1,0,13,10070,12.909.632.571.996,0.6,0.31,1.92,11.46,14.46,53.29,3
2020-06-16,169.791.666.666.667,278.583.333.333.333,834.166.666.666.667,NA,105.75,190.520.833.333.333,23.8,14.8,1.7,8,4977,16.073.940.124.573,0.61,0.3,1.54,8.83,10.79,62.29,3
2020-06-17,251.666.666.666.667,221.75,735.416.666.666.667,NA,304.604.166.666.667,1.994.375,25,14.5,0,7,3620,193.370.165.745.856,0.61,0.33,2.42,15.67,19.25,60.12,3
2020-06-18,226.875,135.395.833.333.333,804.791.666.666.667,NA,272.666.666.666.667,18.875,22.7,15.3,11.8,9,6634,135.664.757.310.823,0.6,0.34,2.38,13.1,16.43,61.55,3
2020-06-19,235.208.333.333.333,234.229.166.666.667,744.791.666.666.667,NA,259.645.833.333.333,201.541.666.666.667,25.3,15.7,0,10,5019,199.242.877.067.145,0.6,0.33,01.08,6.83,8.42,55,3
2020-06-20,2.975,227.270.833.333.333,795.208.333.333.333,NA,336.104.166.666.667,216.479.166.666.667,26.5,16.4,0,4,3152,126.903.553.299.492,0.6,0.35,1.38,7.83,9.92,46.54,3
2020-06-21,263.958.333.333.333,220.104.166.666.667,799.583.333.333.333,NA,346.020.833.333.333,2.275.625,27.4,17.3,0,2,1276,156.739.811.912.226,0.6,0.37,3.42,13.08,18.17,46.67,3
2020-06-22,223.541.666.666.667,201.395.833.333.333,754.166.666.666.667,NA,344.604.166.666.667,233.291.666.666.667,28.2,18.1,0,17,11954,142.211.811.945.792,0.66,0.35,3.83,12.54,18.38,40.71,3.12
2020-06-23,344.791.666.666.667,228.020.833.333.333,773.333.333.333.333,NA,350.520.833.333.333,23.25,27.7,17.1,0,8,6275,127.490.039.840.637,0.64,0.33,1.21,08.08,9.75,47.67,03.08
2020-06-24,233.333.333.333.333,212.291.666.666.667,758.541.666.666.667,NA,341.770.833.333.333,23.15,29.2,16.7,0,7,4914,142.450.142.450.142,0.6,0.34,2.92,12.46,16.88,51.96,3
2020-06-25,194.583.333.333.333,221.541.666.666.667,69.125,NA,339.145.833.333.333,24.3,30.3,18.8,0,8,5089,15.720.180.782.079,0.6,0.32,4.21,17.96,24.42,70.67,03.04
2020-06-26,206.041.666.666.667,197.729.166.666.667,661.041.666.666.667,NA,342.333.333.333.333,241.166.666.666.667,30.6,16.8,0,9,7442,120.935.232.464.391,0.6,0.3,1.46,11.46,13.62,58.42,3
2020-06-27,2.2375,1.668.125,759.583.333.333.333,NA,326.395.833.333.333,240.625,28.2,18.6,0,6,4610,130.151.843.817.787,0.6,0.3,1.17,7.5,9.17,47.79,3
2020-06-28,247.916.666.666.667,218.208.333.333.333,77.75,NA,3.398.125,248.229.166.666.667,29.6,19.4,0,NA,NA,NA,0.6,NA,2.67,9.96,13.83,43.29,3
2020-06-29,282.083.333.333.333,189.25,778.125,NA,265.666.666.666.667,2.495.625,29.1,19.3,0,15,10109,148.382.629.340.192,0.6,0.27,2.25,8.96,12.33,49.96,3
2020-06-30,182.916.666.666.667,175.75,804.583.333.333.333,NA,253.875,245.104.166.666.667,29.5,19.4,0,12,8534,140.614.014.530.115,0.6,0.31,2.75,12,16.17,46.25,3
2020-07-01,209.791.666.666.667,186.145.833.333.333,734.166.666.666.667,NA,340.375,259.958.333.333.333,32.2,19.1,0,15,9562,156.870.947.500.523,0.6,0.36,6.5,13.71,23.54,52.88,3
2020-07-02,258.958.333.333.333,1.860.625,755.416.666.666.667,NA,331.895.833.333.333,25.475,30.1,20.7,0,9,5832,154.320.987.654.321,0.6,0.31,2.79,10.75,15.12,45.25,3
2020-07-03,324.791.666.666.667,217.375,762.916.666.666.667,NA,189.166.666.666.667,228.479.166.666.667,25.7,19.3,12.7,13,8195,158.633.312.995.729,0.6,0.3,1.38,7.88,9.96,64.12,3
2020-07-04,278.541.666.666.667,200.625,697.916.666.666.667,NA,3.200.625,229.083.333.333.333,27,17.4,0,8,5017,159.457.843.332.669,0.6,0.32,1.42,9.46,11.58,61.21,3
2020-07-05,316.666.666.666.667,233.020.833.333.333,717.083.333.333.333,NA,3.485.625,238.375,29.5,17.6,0,3,2084,143.953.934.740.883,0.62,0.37,4.5,18.79,25.71,70.08,3
2020-07-06,242.708.333.333.333,1.786.875,739.375,NA,338.833.333.333.333,253.229.166.666.667,30.8,19.3,0,13,10014,129.818.254.443.779,0.6,0.36,2.8,11.35,15.4,64.05,3
2020-07-07,242.291.666.666.667,189.229.166.666.667,742.916.666.666.667,NA,295.375,240.229.166.666.667,28.3,19,0,8,6465,123.743.232.791.957,0.6,0.43,2.17,10.38,13.33,60.42,3.3
2020-07-08,232.291.666.666.667,225.958.333.333.333,705.833.333.333.333,NA,329.854.166.666.667,2.468.125,30.1,19.2,0,19,12741,149.124.872.458.991,0.6,0.47,6.46,17.92,27.71,53.75,03.08
2020-07-09,210.208.333.333.333,200.375,680.625,NA,297.916.666.666.667,2.510.625,30.7,18.7,0,12,8117,147.837.871.134.656,0.6,0.45,8.25,28.46,40.79,61.75,03.04
2020-07-10,226.458.333.333.333,190.5,648.125,NA,2.640.625,243.541.666.666.667,30.7,17.3,0,11,7854,140.056.022.408.964,0.6,0.43,1.62,12.33,14.83,73.79,3
2020-07-11,283.958.333.333.333,237.229.166.666.667,686.041.666.666.667,NA,3.165.625,245.895.833.333.333,30.6,19.1,0,2,960,208.333.333.333.333,0.6,0.41,01.08,7.92,9.62,69.83,3
2020-07-12,237.708.333.333.333,215.270.833.333.333,699.583.333.333.333,NA,231.916.666.666.667,243.104.166.666.667,30,19.7,0,1,375,266.666.666.666.667,0.6,0.39,4.25,18.67,24.96,63.29,3
2020-07-13,216.041.666.666.667,227.583.333.333.333,687.916.666.666.667,NA,257.791.666.666.667,2.525.625,31.1,21.7,0.5,22,13379,164.436.803.946.483,0.6,0.35,2.46,13.62,17.5,88.12,3
2020-07-14,294.583.333.333.333,234.145.833.333.333,652.708.333.333.333,NA,2.808.125,2.499.375,30.8,19.6,0,17,11179,152.070.847.124.072,0.6,0.35,02.04,13,16.25,82.92,03.04
2020-07-15,341.666.666.666.667,206.333.333.333.333,63.375,NA,294.125,24.525,30.4,19.6,0,19,12043,157.767.998.007.141,0.6,0.31,03.04,15.88,20.5,55.25,3
2020-07-16,217.291.666.666.667,1.165.625,83,NA,1.514.375,227.020.833.333.333,25.7,19.5,21.3,28,18787,149.039.229.254.272,0.6,0.3,11.17,16.48,33.57,53.04,3.17
