date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,hcnm,hct,no,no2,nox,o3,pm10,pm2.5,so2
2022-10-06,271.458.333.333.333,185.395.833.333.333,773.333.333.333.333,NA,1.718.125,2.023.125,24.5,16.7,0,237,111487,21.258.083.902.159,NA,NA,NA,3.33,23.17,27.79,NA,19.04,NA,NA
2022-10-07,191.458.333.333.333,319.541.666.666.667,896.041.666.666.667,NA,166.458.333.333.333,177.416.666.666.667,18.8,16.4,16.3,98,57095,171.643.751.642,NA,NA,NA,2.62,13.96,17.58,NA,16.42,NA,NA
2022-10-08,194.791.666.666.667,193.020.833.333.333,858.333.333.333.333,NA,137.458.333.333.333,19.175,22.6,15.4,0.2,105,59022,177.899.766.188.879,NA,NA,NA,7.17,21.33,32.04,NA,28.5,NA,NA
2022-10-09,1.475,248.833.333.333.333,869.166.666.666.667,NA,123.645.833.333.333,187.958.333.333.333,23.8,15.5,0,479,210907,227.114.320.529.902,NA,NA,NA,6,23.17,31.96,NA,26.79,NA,NA
2022-10-10,169.791.666.666.667,194.395.833.333.333,856.458.333.333.333,NA,129.854.166.666.667,1.991.875,24.6,16.7,0,438,212888,205.741.986.396.603,NA,NA,NA,2.92,17.92,21.92,NA,22.62,NA,NA
2022-10-11,198.125,190.916.666.666.667,846.458.333.333.333,NA,912.708.333.333.333,191.708.333.333.333,22.8,16,0,108,69106,156.281.654.270.251,NA,NA,NA,2.79,17.21,21.17,NA,22.38,NA,NA
2022-10-12,189.166.666.666.667,245.875,804.166.666.666.667,NA,178.145.833.333.333,1.924.375,25.2,15.2,0,390,187050,20.850.040.096.231,NA,NA,NA,3.38,18.25,22.96,NA,27.75,NA,NA
2022-10-13,2.8375,270,790.625,NA,166.645.833.333.333,199.354.166.666.667,25.2,15.9,0,367,160468,228.706.034.848.069,NA,NA,NA,11.55,34.55,52,NA,36.65,NA,NA
2022-10-14,189.583.333.333.333,2.396.875,772.291.666.666.667,NA,175.833.333.333.333,198.354.166.666.667,26.3,15.5,0,108,73211,147.518.815.478.548,NA,NA,NA,2.62,16.08,19.96,NA,29.54,NA,NA
2022-10-15,221.666.666.666.667,258.645.833.333.333,852.291.666.666.667,NA,166.5,202.083.333.333.333,26.3,15.6,0,83,49509,167.646.286.533.762,NA,NA,NA,6.79,19.79,29.83,NA,27.08,NA,NA
2022-10-16,173.333.333.333.333,218.729.166.666.667,883.333.333.333.333,NA,137.291.666.666.667,20.875,26.9,17,0,456,205166,222.259.048.770.264,NA,NA,NA,3.5,11.08,16.21,NA,32.83,NA,NA
2022-10-17,200.833.333.333.333,195.25,864.791.666.666.667,NA,105,217.416.666.666.667,25.8,18.9,0,402,193509,207.742.275.553.075,NA,NA,NA,9.83,18.75,33.67,NA,57.79,NA,NA
2022-10-18,182.708.333.333.333,237.854.166.666.667,872.916.666.666.667,NA,148.916.666.666.667,21.1,26.9,17.9,0,347,167249,207.475.082.063.271,NA,NA,NA,07.08,21.12,31.92,NA,71.71,NA,NA
2022-10-19,183.333.333.333.333,257,894.791.666.666.667,NA,982.708.333.333.333,207.041.666.666.667,26,16.8,0,360,178284,201.925.018.509.793,NA,NA,NA,13.62,29.92,50.62,NA,69.33,NA,NA
2022-10-20,132.708.333.333.333,2.734.375,843.333.333.333.333,NA,636.458.333.333.333,212.083.333.333.333,24.8,17.6,0,330,153359,215.181.371.813.849,NA,NA,NA,8.55,13.73,26.64,NA,55.4,NA,NA
2022-10-21,278.333.333.333.333,264.125,782.083.333.333.333,NA,149,215.208.333.333.333,25.8,18,0,98,63633,15.400.814.043.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-22,179.166.666.666.667,252.375,724.583.333.333.333,NA,119.770.833.333.333,193.895.833.333.333,26.5,15,0,83,49759,166.803.995.257.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-23,1.8,275.583.333.333.333,783.333.333.333.333,NA,799.375,205.104.166.666.667,26,17.4,0,529,247930,213.366.676.077.925,NA,NA,NA,NA,NA,NA,NA,47.62,NA,NA
2022-10-24,225.208.333.333.333,267.979.166.666.667,798.958.333.333.333,NA,1.355.625,202.125,26.8,14.7,0,416,203793,204.128.699.219.306,NA,NA,NA,1.89,21.67,24.11,NA,58.71,NA,NA
2022-10-25,196.041.666.666.667,257.541.666.666.667,78.875,NA,138.625,202.020.833.333.333,26.7,16.1,0,360,182061,197.735.923.673.933,NA,NA,NA,13.83,38.62,59.71,NA,61.54,NA,NA
2022-10-26,175.833.333.333.333,261.25,881.458.333.333.333,NA,133.770.833.333.333,200.791.666.666.667,27.5,16.1,0,367,179898,204.004.491.434.035,NA,NA,NA,22.71,37.29,71.58,NA,47.12,NA,NA
2022-10-27,206.666.666.666.667,214.520.833.333.333,855.416.666.666.667,NA,130.520.833.333.333,18.75,23.1,15.4,0.1,307,146209,209.973.394.250.696,NA,NA,NA,10.04,37.46,52.62,NA,43.12,NA,NA
2022-10-28,1.55,221.104.166.666.667,889.583.333.333.333,NA,136.083.333.333.333,175.520.833.333.333,24,13.1,0.1,96,60537,158.580.702.710.739,NA,NA,NA,13.33,37.58,57.88,NA,42.67,NA,NA
2022-10-29,165.416.666.666.667,2.424.375,854.791.666.666.667,NA,1.128.125,16.825,21.9,13.1,0,90,53339,168.732.072.217.327,NA,NA,NA,13.91,39.39,60.13,NA,52.13,NA,NA
2022-10-30,179.583.333.333.333,260,869.583.333.333.333,NA,109.229.166.666.667,178.833.333.333.333,24.4,14.1,0,387,188742,20.504.180.309.629,NA,NA,NA,8.12,32.96,45.25,NA,46.58,NA,NA
2022-10-31,180.208.333.333.333,252.791.666.666.667,864.583.333.333.333,NA,107.416.666.666.667,1.950.625,24.6,15.4,0,103,60476,170.315.497.056.684,NA,NA,NA,1.96,18.54,20.83,NA,25.67,NA,NA
2022-11-01,1.9625,2.340.625,85.5,NA,1.411.875,185.645.833.333.333,25.2,14.7,0.1,485,221439,219.021.942.837.531,NA,NA,NA,8.74,30.96,44.13,NA,20.35,NA,NA
2022-11-02,201.875,228.5,783.125,NA,130.020.833.333.333,1.759.375,22.8,13.8,0,448,200621,223.306.632.904.831,NA,NA,NA,11.25,31.67,48.62,NA,33.12,NA,NA
2022-11-03,225.625,280.333.333.333.333,746.875,NA,61.125,1.805.625,22.8,14.4,0.1,365,179263,203.611.453.562.643,NA,NA,NA,2.71,11.71,15.33,NA,32.04,NA,NA
2022-11-04,390.625,302.979.166.666.667,485.208.333.333.333,NA,145.354.166.666.667,160.916.666.666.667,21.5,11.8,0,103,68524,150.312.299.340.377,NA,NA,NA,9.12,25.58,39.38,NA,33.96,NA,NA
2022-11-05,275.208.333.333.333,274.25,56.625,NA,140.416.666.666.667,143.166.666.666.667,21.5,9.3,0,88,51914,169.511.114.535.578,NA,NA,NA,8.71,34.5,47.5,NA,35.71,NA,NA
2022-11-06,299.583.333.333.333,278.375,643.958.333.333.333,NA,141.166.666.666.667,1.401.875,21.7,8.1,0,633,276162,229.213.287.852.782,NA,NA,NA,15.33,40.71,63.96,NA,35.04,NA,NA
2022-11-07,247.916.666.666.667,270.854.166.666.667,722.708.333.333.333,NA,113.604.166.666.667,145.645.833.333.333,22.1,10.1,0,429,205240,209.023.582.147.729,NA,NA,NA,27.62,46.58,88.54,NA,41.04,NA,NA
2022-11-08,261.041.666.666.667,270.625,84.625,NA,115.270.833.333.333,154.895.833.333.333,22.5,11.6,0,401,203892,196.672.748.317.737,NA,NA,NA,15.08,37.58,60.46,NA,34.71,NA,NA
2022-11-09,225.833.333.333.333,2.833.125,731.875,NA,761.666.666.666.667,173.125,24.4,12.5,42.1,442,221058,199.947.525.083.915,NA,NA,NA,7.5,31.58,43.08,NA,14.88,NA,NA
2022-11-10,168.541.666.666.667,264.125,86,NA,124.104.166.666.667,162.041.666.666.667,21.2,13.2,17.5,398,200262,198.739.651.057.115,NA,NA,NA,15.92,27.62,51.71,NA,25.58,NA,NA
2022-11-11,292.083.333.333.333,163.875,78.75,NA,1.065.625,174.208.333.333.333,21.5,12.1,0,122,75432,161.735.072.648.213,NA,NA,NA,2.54,20.42,24.25,NA,20.58,NA,NA
2022-11-12,171.041.666.666.667,1.731.875,869.375,NA,110,175.229.166.666.667,22,13.2,0,122,70828,172.248.263.398.656,NA,NA,NA,5.67,24.62,33.17,NA,21.33,NA,NA
2022-11-13,194.583.333.333.333,234.354.166.666.667,87,NA,118.041.666.666.667,160.875,21.3,12.1,0,671,297657,225.427.253.516.632,NA,NA,NA,17.83,42.42,69.5,NA,30.88,NA,NA
2022-11-14,215.416.666.666.667,269.895.833.333.333,890.416.666.666.667,NA,942.708.333.333.333,1.675.625,21.8,13.6,0,543,237974,228.176.187.314.581,NA,NA,NA,27.42,40.83,82.54,NA,34.46,NA,NA
2022-11-15,249.166.666.666.667,274.166.666.666.667,765.833.333.333.333,NA,701.875,166.458.333.333.333,20.8,13.1,0,559,244715,228.428.988.823.734,NA,NA,NA,5.42,25.04,33.21,NA,15.46,NA,NA
2022-11-16,2.025,278.520.833.333.333,672.708.333.333.333,NA,100.291.666.666.667,170.104.166.666.667,22.4,13,0,507,236799,214.105.633.892.035,NA,NA,NA,8.82,28.41,41.86,NA,19.64,NA,NA
2022-11-17,237.291.666.666.667,265.958.333.333.333,667.708.333.333.333,NA,596.458.333.333.333,182.666.666.666.667,22.1,14.1,0,489,227524,214.922.381.814.666,NA,NA,NA,3.96,24,29.75,NA,18.67,NA,NA
2022-11-18,188.125,2.603.125,685.625,NA,576.875,141.958.333.333.333,17.3,11.4,0.2,86,54035,15.915.610.252.614,NA,NA,NA,3.46,14.29,19.29,NA,13.71,NA,NA
2022-11-19,260.208.333.333.333,299.645.833.333.333,583.958.333.333.333,NA,111.708.333.333.333,1.238.125,17.4,9,0,128,74751,171.235.167.422.509,NA,NA,NA,8.71,23.17,36.5,NA,17.92,NA,NA
2022-11-20,225.625,295.5,693.333.333.333.333,NA,119.520.833.333.333,999.791.666.666.667,16.3,5.2,0,716,309584,231.278.102.227.505,NA,NA,NA,8.12,29.75,41.88,NA,20,NA,NA
2022-11-21,228.125,305.708.333.333.333,69.75,NA,296.666.666.666.667,125.166.666.666.667,15.2,10.3,0.3,538,266931,201.550.213.351.016,NA,NA,NA,3.21,10.62,15.46,NA,16.54,NA,NA
2022-11-22,446.458.333.333.333,300.375,538.541.666.666.667,NA,69.625,116.854.166.666.667,14.9,7.1,0,468,219506,213.206.017.147.595,NA,NA,NA,26,44.96,84.71,NA,27.92,NA,NA
2022-11-23,160.416.666.666.667,251.416.666.666.667,774.583.333.333.333,NA,81.875,140.166.666.666.667,22.9,7.3,0,523,254528,205.478.375.660.045,NA,NA,NA,22.29,44.75,78.62,NA,34.75,NA,NA
2022-11-24,192.291.666.666.667,255.291.666.666.667,757.083.333.333.333,NA,70.375,1.353.125,19,9.3,0.8,479,228231,209.875.082.701.298,NA,NA,NA,11.54,33.62,51.21,NA,24.25,NA,NA
2022-11-25,162.083.333.333.333,246.958.333.333.333,775.208.333.333.333,NA,793.125,133.895.833.333.333,19.6,6.2,0,134,84370,158.824.226.620.837,NA,NA,NA,8.71,26.33,39.58,NA,18.25,NA,NA
2022-11-26,2.45,309.375,653.125,NA,957.708.333.333.333,108.854.166.666.667,18.8,5.8,0,132,80750,163.467.492.260.062,NA,NA,NA,18.92,39.21,68.08,NA,27.58,NA,NA
2022-11-27,239.166.666.666.667,283.041.666.666.667,765.833.333.333.333,NA,966.666.666.666.667,10.3,18,5.6,0,744,310754,239.417.674.430.579,NA,NA,NA,10.67,29.58,45.67,NA,17.96,NA,NA
2022-11-28,240.208.333.333.333,287.5,813.125,NA,43.125,10.85,15,6.7,1.1,624,279494,223.260.606.667.764,NA,NA,NA,16.38,29.5,54.29,NA,18.58,NA,NA
2022-11-29,199.166.666.666.667,301.395.833.333.333,74.875,NA,102.895.833.333.333,100.916.666.666.667,16.4,5.9,0,529,243262,217.461.009.117.741,NA,NA,NA,22.75,42,76.46,NA,25.5,NA,NA
2022-11-30,223.541.666.666.667,294.104.166.666.667,810.208.333.333.333,NA,71.75,933.125,14.7,6.2,0,558,257025,217.099.503.939.306,NA,NA,NA,6.25,31.25,40.67,NA,16.42,NA,NA
2022-12-01,2.15,251.916.666.666.667,689.375,NA,807.291.666.666.667,1.036.875,15.6,6.4,0,432,204591,211.152.983.269.059,NA,NA,NA,7.79,35.46,47.33,NA,21.79,NA,NA
2022-12-02,237.291.666.666.667,255.416.666.666.667,70.125,NA,765.416.666.666.667,851.666.666.666.667,14.7,5.2,0,141,87585,160.986.470.286.008,NA,NA,NA,6.88,31.38,41.79,NA,23.33,NA,NA
2022-12-03,2.8375,291.520.833.333.333,695.833.333.333.333,NA,1.164.375,826.666.666.666.667,14.8,3.6,0.9,177,100668,175.825.485.755.156,NA,NA,NA,6,22.75,31.79,NA,14.79,NA,NA
2022-12-04,254.791.666.666.667,300.166.666.666.667,734.166.666.666.667,NA,449.791.666.666.667,873.125,13.5,6.6,1.3,732,292980,249.846.405.898.014,NA,NA,NA,15,35.5,58.38,NA,18.29,NA,NA
2022-12-05,265.833.333.333.333,237.625,740.833.333.333.333,NA,939.791.666.666.667,9.225,15,4.1,0,130,81034,16.042.648.764.716,NA,NA,NA,19.12,41.58,70.79,NA,23.08,NA,NA
2022-12-06,176.458.333.333.333,274.166.666.666.667,838.125,NA,754.375,101.666.666.666.667,16.6,6.7,0,654,293294,222.984.445.641.575,NA,NA,NA,21.56,36.44,69.11,NA,31.36,NA,NA
2022-12-07,168.333.333.333.333,277.791.666.666.667,85.75,NA,510.625,106.395.833.333.333,14.5,6.6,0.1,122,75313,161.990.625.788.377,NA,NA,NA,NA,NA,NA,NA,29.67,NA,NA
2022-12-08,167.083.333.333.333,313.145.833.333.333,90.75,NA,270.833.333.333.333,112.854.166.666.667,13.7,8.8,12.1,590,267700,220.395.965.633.171,NA,NA,NA,NA,NA,NA,NA,20.38,NA,NA
2022-12-09,168.125,263.25,854.791.666.666.667,NA,982.708.333.333.333,134.895.833.333.333,19.8,10,0.3,185,112997,163.721.160.738.781,NA,NA,NA,NA,NA,NA,NA,10.88,NA,NA
2022-12-10,2.6125,303.770.833.333.333,677.708.333.333.333,NA,750.625,108.979.166.666.667,15.3,3.5,0.2,143,85095,168.047.476.349.962,NA,NA,NA,NA,NA,NA,NA,15.54,NA,NA
2022-12-11,2.525,309.916.666.666.667,609.166.666.666.667,NA,349.375,738.541.666.666.667,9.5,3,0,720,326659,220.413.336.231.361,NA,NA,NA,22,39.5,73.1,NA,13.88,NA,NA
2022-12-12,217.708.333.333.333,3.044.375,829.791.666.666.667,NA,390.833.333.333.333,811.041.666.666.667,10.8,5.6,8.1,567,265318,213.705.817.170.339,NA,NA,NA,98.92,49,199.83,NA,36.21,NA,NA
2022-12-13,165.208.333.333.333,308.604.166.666.667,92.875,NA,283.541.666.666.667,112.229.166.666.667,15.3,7.9,1.9,541,250880,215.640.943.877.551,NA,NA,NA,14.83,33.25,55.67,NA,14.96,NA,NA
2022-12-14,190.833.333.333.333,215.729.166.666.667,900.416.666.666.667,NA,911.041.666.666.667,135.854.166.666.667,18.9,10,1.5,530,261586,202.610.231.434.404,NA,NA,NA,9,29.54,43.21,NA,18.08,NA,NA
2022-12-15,2.3375,285.854.166.666.667,869.375,NA,931.458.333.333.333,12.8875,19.1,8.9,1.4,454,213920,212.228.870.605.834,NA,NA,NA,7.21,25.96,36.38,NA,17.04,NA,NA
2022-12-16,167.916.666.666.667,289.291.666.666.667,802.916.666.666.667,NA,787.916.666.666.667,1.159.375,17.2,6,0,154,94716,162.591.325.647.198,NA,NA,NA,11.12,25.88,42.62,NA,17.42,NA,NA
2022-12-17,145.625,270.958.333.333.333,920.416.666.666.667,NA,456.666.666.666.667,10.425,15.3,7.3,4.6,137,87515,156.544.592.355.596,NA,NA,NA,16,23.54,47.88,NA,20.83,NA,NA
2022-12-18,239.166.666.666.667,286.666.666.666.667,890.208.333.333.333,NA,927.708.333.333.333,935.625,15.8,6,0,753,330662,227.724.988.054.267,NA,NA,NA,38.45,41.14,99.91,NA,33.71,NA,NA
2022-12-19,1.925,290.25,908.125,NA,782.291.666.666.667,10.925,17.3,7.3,0.1,552,270588,204.000.177.391.459,NA,NA,NA,34.46,42.75,95.25,NA,31.75,NA,NA
2022-12-20,2.1125,279.604.166.666.667,89.25,NA,769.791.666.666.667,118.958.333.333.333,16.8,8.6,0,468,229959,203.514.539.548.354,NA,NA,NA,19.29,30.83,60,NA,24.08,NA,NA
2022-12-21,190.625,280.979.166.666.667,85.625,NA,908.541.666.666.667,120.979.166.666.667,18.7,7.2,0.9,450,221410,203.242.852.626.349,NA,NA,NA,18.04,34.12,61.71,NA,24.71,NA,NA
2022-12-22,207.291.666.666.667,273.208.333.333.333,807.291.666.666.667,NA,873.958.333.333.333,126.604.166.666.667,19.3,9.1,0,490,251378,194.925.570.256.745,NA,NA,NA,4.92,19.96,27.08,NA,14.29,NA,NA
2022-12-23,250.625,291.854.166.666.667,69,NA,950.208.333.333.333,163.791.666.666.667,23,11.1,0,130,92393,140.703.300.033.552,NA,NA,NA,7.25,22.54,33.38,NA,14.83,NA,NA
2022-12-24,2.9375,279.104.166.666.667,711.458.333.333.333,NA,965.625,147.916.666.666.667,19.8,10,0,121,70546,171.519.292.376.605,NA,NA,NA,15.17,27.33,50.42,NA,22.75,NA,NA
2022-12-25,267.916.666.666.667,267.125,832.083.333.333.333,NA,976.458.333.333.333,119.208.333.333.333,18.6,7.9,0,144,85957,167.525.623.276.755,NA,NA,NA,17.92,33.79,61,NA,26.83,NA,NA
2022-12-26,234.791.666.666.667,253.104.166.666.667,78.625,NA,781.041.666.666.667,121.395.833.333.333,19.3,8.4,0,637,287792,221.340.412.520.153,NA,NA,NA,38.5,37.12,95.71,NA,32.38,NA,NA
2022-12-27,242.291.666.666.667,274.895.833.333.333,829.791.666.666.667,NA,948.125,11.05,18.7,7.5,0,486,247281,196.537.542.310.165,NA,NA,NA,26.54,36.38,76.71,NA,34.04,NA,NA
2022-12-28,295.625,269.041.666.666.667,878.333.333.333.333,NA,958.541.666.666.667,103.770.833.333.333,16.6,6.4,0,454,230564,196.908.450.582.051,NA,NA,NA,33.54,40.96,92.21,NA,38.67,NA,NA
2022-12-29,223.958.333.333.333,276.916.666.666.667,813.541.666.666.667,NA,755.833.333.333.333,106.479.166.666.667,18.8,6.1,0.1,410,215856,18.994.144.244.311,NA,NA,NA,24.3,29.57,66.65,NA,28.91,NA,NA
2022-12-30,227.916.666.666.667,293.333.333.333.333,742.083.333.333.333,NA,585.416.666.666.667,1.328.125,20.3,7.9,0,117,73408,159.383.173.496.077,NA,NA,NA,9,22.96,36.12,NA,24.58,NA,NA
2022-12-31,227.083.333.333.333,274.854.166.666.667,754.791.666.666.667,NA,96.125,136.895.833.333.333,20.9,7.8,0,189,117097,161.404.647.429.055,NA,NA,NA,20.75,30.58,62.29,NA,39.33,NA,NA
2023-01-01,191.666.666.666.667,287.458.333.333.333,824.166.666.666.667,NA,542.708.333.333.333,101.791.666.666.667,16.1,6.3,0,650,304074,213.763.754.875.458,NA,NA,NA,30.83,53.54,100.38,NA,49.92,NA,NA
2023-01-02,209.583.333.333.333,313.020.833.333.333,691.041.666.666.667,NA,56.75,105.645.833.333.333,15.4,6.3,0,486,239008,203.340.473.959.031,NA,NA,NA,9.33,32.17,46.29,NA,30.88,NA,NA
2023-01-03,208.125,2.919.375,810.625,NA,758.541.666.666.667,116.645.833.333.333,17.8,5.4,0.4,407,211567,192.374.046.992.206,NA,NA,NA,28.42,34.46,77.62,NA,28.79,NA,NA
2023-01-04,270.625,292.145.833.333.333,80.375,NA,996.875,998.333.333.333.333,17,5.8,0,344,180555,190.523.663.149.733,NA,NA,NA,20.71,35.33,66.83,NA,22.67,NA,NA
2023-01-05,323.333.333.333.333,285.604.166.666.667,75.25,NA,101.416.666.666.667,8.9625,16.6,5.4,0,106,73115,144.977.090.884.224,NA,NA,NA,16.54,28,52.92,NA,20.67,NA,NA
2023-01-06,239.791.666.666.667,273,77.125,NA,102.145.833.333.333,782.291.666.666.667,16.5,3.5,0,120,71406,168.053.104.781.111,NA,NA,NA,9.33,26.62,40.58,NA,21.04,NA,NA
2023-01-07,312.083.333.333.333,305.645.833.333.333,675.416.666.666.667,NA,104.854.166.666.667,880.625,16.5,3.6,0,134,96546,138.793.942.783.751,NA,NA,NA,7.62,36.17,47.5,NA,24.88,NA,NA
2023-01-08,171.458.333.333.333,2.816.875,782.708.333.333.333,NA,352.291.666.666.667,11.7625,15.9,7.3,0,582,281929,206.434.953.481.196,NA,NA,NA,2.88,15.71,19.96,NA,13.92,NA,NA
2023-01-09,3.6625,297.270.833.333.333,581.458.333.333.333,NA,1.075.625,126.791.666.666.667,17.1,7,0,407,223188,182.357.474.416.187,NA,NA,NA,7.67,28.25,39.92,NA,21.5,NA,NA
2023-01-10,232.083.333.333.333,292.916.666.666.667,67.875,NA,100.958.333.333.333,938.125,16,4.8,0,312,185728,167.987.594.762.233,NA,NA,NA,18.25,34.33,62.12,NA,25.75,NA,NA
2023-01-11,292.083.333.333.333,313.729.166.666.667,708.125,NA,619.791.666.666.667,983.125,14.7,5.6,0,343,174303,196.783.761.610.529,NA,NA,NA,5.5,26.08,34.54,NA,20.88,NA,NA
2023-01-12,291.875,295.25,726.041.666.666.667,NA,101.770.833.333.333,951.666.666.666.667,15,6.2,0,340,183069,185.722.323.277.016,NA,NA,NA,30.04,40.79,86.5,NA,36.5,NA,NA
2023-01-13,251.458.333.333.333,281.208.333.333.333,720.833.333.333.333,NA,871.041.666.666.667,890.625,16.8,4,0,101,60215,167.732.292.618.118,NA,NA,NA,13.71,31.83,52.58,NA,22.58,NA,NA
2023-01-14,326.666.666.666.667,284.375,766.041.666.666.667,NA,108.729.166.666.667,942.916.666.666.667,17.3,4.7,0,90,67370,133.590.618.969.868,NA,NA,NA,05.08,21.75,29.5,NA,17.71,NA,NA
2023-01-15,218.125,228,713.125,NA,864.375,111.083.333.333.333,18.8,6.1,0,457,232310,196.719.900.133.442,NA,NA,NA,3.21,19.38,24.12,NA,13.46,NA,NA
2023-01-16,332.083.333.333.333,2.714.375,605.416.666.666.667,NA,685.208.333.333.333,108.291.666.666.667,16.2,4.7,0,370,187265,197.580.968.146.744,NA,NA,NA,2.46,12.54,16.04,NA,14.12,NA,NA
2023-01-17,716.458.333.333.333,268.041.666.666.667,48.875,NA,101.291.666.666.667,13.4,16.6,7.6,0.8,324,167066,193.935.330.947.051,NA,NA,NA,02.09,9.73,12.55,NA,12.1,NA,NA
2023-01-18,458.333.333.333.333,3.068.125,461.458.333.333.333,NA,96.25,875.833.333.333.333,13.1,6,0,327,180515,181.148.381.020.968,NA,NA,NA,2.46,10.88,14.38,NA,11,NA,NA
2023-01-19,496.041.666.666.667,296.145.833.333.333,538.333.333.333.333,NA,117.145.833.333.333,860.416.666.666.667,12.3,4.8,0,393,193240,203.374.042.641.275,NA,NA,NA,14.25,32.08,53.46,NA,20.79,NA,NA
2023-01-20,249.583.333.333.333,262.291.666.666.667,626.666.666.666.667,NA,109.479.166.666.667,801.458.333.333.333,14.1,-0.2,0,122,80633,151.302.816.464.723,NA,NA,NA,2.38,15.17,18.54,NA,12.92,NA,NA
2023-01-21,297.291.666.666.667,294.625,372.291.666.666.667,NA,123.75,6.1375,12.5,1,0,80,45897,174.303.331.372.421,NA,NA,NA,5.25,25.58,33.29,NA,18.46,NA,NA
2023-01-22,255.208.333.333.333,278.395.833.333.333,525.625,NA,116.583.333.333.333,345.625,11.5,-2.4,0,553,264200,209.311.127.933.384,NA,NA,NA,4.33,30.54,37.29,NA,19.46,NA,NA
2023-01-23,245.625,241.208.333.333.333,58.25,NA,112,427.291.666.666.667,11.7,-1.5,0,392,183071,214.124.574.618.591,NA,NA,NA,04.04,23.58,29.38,NA,15.96,NA,NA
2023-01-24,3.6375,326.729.166.666.667,655.416.666.666.667,NA,384.375,503.958.333.333.333,6.4,3.5,0,286,150022,190.638.706.323.073,NA,NA,NA,4.75,23.92,30.83,NA,18.08,NA,NA
2023-01-25,363.125,316.645.833.333.333,570.625,NA,121.770.833.333.333,796.666.666.666.667,14.5,4.7,0.5,282,153876,183.264.446.697.341,NA,NA,NA,10,28.5,43.42,NA,21.22,NA,NA
2023-01-26,297.291.666.666.667,282.708.333.333.333,678.125,NA,1.244.375,559.166.666.666.667,11.7,1.6,0,409,204384,200.113.511.820.886,NA,NA,NA,11.38,38.12,55.46,NA,26.04,NA,NA
2023-01-27,2.9875,283.979.166.666.667,704.166.666.666.667,NA,103.104.166.666.667,5.8875,12.5,1.2,0,108,73974,145.997.242.274.313,NA,NA,NA,3.21,25.54,30.21,NA,16.5,NA,NA
2023-01-28,268.541.666.666.667,257.854.166.666.667,610.416.666.666.667,NA,708.541.666.666.667,598.125,10.1,2.7,0,120,79404,151.125.887.864.591,NA,NA,NA,4.62,22.17,29.04,NA,20.42,NA,NA
2023-01-29,2.2375,2.850.625,627.916.666.666.667,NA,114.291.666.666.667,619.583.333.333.333,12.2,1.7,0,645,311001,207.394.831.527.873,NA,NA,NA,3.46,17.17,22.25,NA,19.88,NA,NA
2023-01-30,285.833.333.333.333,306.625,56.125,NA,133.708.333.333.333,621.875,13.4,2,0,489,255911,191.082.055.870.986,NA,NA,NA,5.79,27.92,36.62,NA,24.33,NA,NA
2023-01-31,316.739.130.434.783,28.645.652.173.913,604.166.666.666.667,NA,135.708.333.333.333,687.708.333.333.333,13.6,3.1,0,443,223054,198.606.615.438.414,NA,NA,NA,6.86,31.91,42.32,NA,24.67,NA,NA
2023-02-01,3.0875,284.604.166.666.667,664.375,NA,135.520.833.333.333,761.458.333.333.333,14.6,3.4,0,495,241327,205.115.880.112.876,NA,NA,NA,10.08,36.88,52,NA,30.71,NA,NA
2023-02-02,323.863.636.363.636,270.159.090.909.091,590.416.666.666.667,NA,1.404.375,965.833.333.333.333,17.2,4.5,0,410,204506,200.483.115.409.817,NA,NA,NA,16.33,40.67,65.38,NA,36,NA,NA
2023-02-03,302.127.659.574.468,275.531.914.893.617,627.291.666.666.667,NA,141.020.833.333.333,9.175,16.7,4.1,0,148,93837,157.720.302.226.201,NA,NA,NA,22.5,42.29,76.21,NA,39.04,NA,NA
2023-02-04,402.916.666.666.667,320.333.333.333.333,402.083.333.333.333,NA,145.791.666.666.667,132.416.666.666.667,21.6,5.9,0,120,82645,14.519.934.660.294,NA,NA,NA,7.88,25.17,36.75,NA,28.92,NA,NA
2023-02-05,341.875,2.898.125,57.125,NA,1.456.875,984.375,16.5,3.1,0,756,324433,233.021.918.238.897,NA,NA,NA,5.75,24.96,33.5,NA,25.33,NA,NA
2023-02-06,399.166.666.666.667,1.458.125,603.125,NA,696.666.666.666.667,9.2,11.5,6.4,0.3,469,236207,198.554.657.567.303,NA,NA,NA,1.58,13.88,16.04,NA,20.5,NA,NA
2023-02-07,511.458.333.333.333,543.541.666.666.667,708.333.333.333.333,NA,269.375,997.083.333.333.333,11.5,7.9,15.6,536,270119,198.431.061.865.326,NA,NA,NA,2.46,15.67,18.71,NA,16.08,NA,NA
2023-02-08,391.041.666.666.667,534.166.666.666.667,69.75,NA,849.583.333.333.333,935.625,11.5,8,0.3,490,245125,199.898.011.218.766,NA,NA,NA,2.12,18.96,21.54,NA,22.62,NA,NA
2023-02-09,243.541.666.666.667,113.479.166.666.667,608.125,NA,123.520.833.333.333,8.7375,11.9,5.2,0,484,240214,201.487.007.418.385,NA,NA,NA,7.21,39.88,50.79,NA,27.17,NA,NA
