date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3,pm10,so2
2020-05-04,144.375,2.494.375,597.083.333.333.333,98.621.875,319.354.166.666.667,206.333.333.333.333,27.4,14,0,2,1481,135.043.889.264.011,10.69,13.15,28.83,36.42,15.79,1.79
2020-05-05,147.291.666.666.667,236.166.666.666.667,685.416.666.666.667,984.622.916.666.667,203.854.166.666.667,199.333.333.333.333,26.8,16,0,11,6996,157.232.704.402.516,10.79,23.83,39.56,35.29,24.08,03.04
2020-05-06,177.083.333.333.333,235.354.166.666.667,62.875,98.685.625,3.278.125,205.791.666.666.667,27.4,15.1,0,16,10028,159.553.250.897.487,8.94,18.29,30.9,45,23.12,2.42
2020-05-07,182.083.333.333.333,177.333.333.333.333,636.875,989.591.666.666.667,294.770.833.333.333,19.25,25.6,14.8,0,20,10975,182.232.346.241.458,6.64,19.02,28.04,49.58,20.42,02.05
2020-05-08,166.666.666.666.667,156,692.916.666.666.667,987.545.833.333.333,318.645.833.333.333,187.833.333.333.333,24.9,13.3,0,3,1692,177.304.964.539.007,3.72,16.03,19.97,58.96,15.21,2
2020-05-09,128.958.333.333.333,127.729.166.666.667,883.333.333.333.333,982.533.333.333.333,593.125,163.708.333.333.333,18.2,13.8,0.8,5,3487,143.389.733.295.096,1.88,15.79,15.83,50.71,17.92,2.21
2020-05-10,304.791.666.666.667,198.125,911.666.666.666.667,974.179.166.666.666,104.833.333.333.333,157.083.333.333.333,19.5,12.6,13.6,NA,NA,NA,1.12,3.96,2.12,66.17,14.25,1.33
2020-05-11,298.333.333.333.333,2.904.375,628.125,97.480.625,299.770.833.333.333,180.125,23.2,13,0,11,4336,253.690.036.900.369,1.29,6.47,6.37,63.71,6.9,1.22
2020-05-12,209.583.333.333.333,147.645.833.333.333,742.291.666.666.667,979.604.166.666.667,186,161.541.666.666.667,19,12.5,0.1,21,9783,214.658.080.343.453,3.94,17.46,22.31,45.96,13,1.51
2020-05-13,181.875,232.270.833.333.333,677.291.666.666.667,9.748.625,293.979.166.666.667,178.541.666.666.667,23.5,14,0,7,4533,154.423.119.347.011,2.52,11.52,14.07,65.38,9.5,1.24
2020-05-14,183.125,200.604.166.666.667,906.041.666.666.667,975.660.416.666.667,60.875,140.479.166.666.667,17.3,11.7,11.5,14,8082,173.224.449.393.714,3.95,15,20.64,45.5,11.58,1.47
2020-05-15,1.575,213.125,761.666.666.666.667,98.311.875,237.166.666.666.667,160.166.666.666.667,20.1,11.9,0.5,10,4584,218.150.087.260.035,7.33,16.38,27.17,50.42,12.79,1.74
2020-05-16,141.666.666.666.667,254.541.666.666.667,854.583.333.333.333,98.635.625,1.521.875,152.125,22,12.8,44.9,3,1239,242.130.750.605.327,2.5,11,14.46,40.5,11.5,1.15
2020-05-17,150.833.333.333.333,293.833.333.333.333,696.458.333.333.333,989.360.416.666.667,285.979.166.666.667,176.041.666.666.667,24.3,13.1,0,NA,NA,NA,2.4,8.35,11.5,45.96,10.58,1.31
2020-05-18,1.8375,226.375,616.041.666.666.667,989.670.833.333.334,335.270.833.333.333,197.645.833.333.333,25,14,0,16,7858,203.614.151.183.507,7.42,16.4,27.17,55.92,16.75,01.06
2020-05-19,186.041.666.666.667,249,502.291.666.666.667,986.610.416.666.667,350.729.166.666.667,215.770.833.333.333,29.2,16.5,0,19,7973,238.304.276.934.654,5.17,20.26,27.66,56.71,20.67,1.46
2020-05-20,176.041.666.666.667,216.25,516.041.666.666.667,986.014.583.333.333,351.770.833.333.333,2.258.125,29,17.1,0,8,4174,191.662.673.694.298,5.79,21.31,29.69,62.29,21.75,2.43
2020-05-21,137.083.333.333.333,253.791.666.666.667,475.833.333.333.333,9.892.125,328.270.833.333.333,23.875,31.2,17.2,0,14,8082,173.224.449.393.714,6.6,22.08,31.69,55.54,21.71,2.88
2020-05-22,135.208.333.333.333,233.041.666.666.667,472.083.333.333.333,993.295.833.333.333,340.916.666.666.667,236.270.833.333.333,31.3,17.1,0,16,6904,231.749.710.312.862,6.81,20.73,30.65,54.33,23.58,2.15
2020-05-23,164.375,244.416.666.666.667,537.291.666.666.667,995.5,329.541.666.666.667,224.229.166.666.667,29.3,16.6,0,3,1383,216.919.739.696.312,2.88,11.23,15.02,62.33,16.46,02.08
2020-05-24,156.458.333.333.333,274.520.833.333.333,711.666.666.666.667,99.724.375,224.125,199.895.833.333.333,24.4,16.7,0,1,494,202.429.149.797.571,1.31,5.77,7.27,49.42,12.92,1.25
2020-05-25,1.25,245.958.333.333.333,679.166.666.666.667,99.591.875,310.354.166.666.667,204.229.166.666.667,25.4,16.2,0,8,3669,218.043.063.505.042,2.49,14.21,17.51,49.15,16.42,1.36
2020-05-26,1.775,2.243.125,539.583.333.333.333,995.435.416.666.667,352.166.666.666.667,22.15,27.6,16,0,9,5102,17.640.141.121.129,7.56,18.67,29.56,59.21,20.67,1.96
2020-05-27,1.925,187.833.333.333.333,584.166.666.666.667,99.648.125,3.561.875,20.375,24.9,16.1,0,8,3356,238.379.022.646.007,4.73,19.31,26.06,67.46,21.38,1.27
2020-05-28,195.625,200.875,64.75,993.985.416.666.667,350.5,200.645.833.333.333,24.4,15.3,0,14,7449,187.944.690.562.492,2.83,12.35,16.15,62.46,15,1.29
2020-05-29,177.083.333.333.333,243.625,690.416.666.666.667,987.041.666.666.667,280.145.833.333.333,198.625,28.2,13.4,13.5,3,1432,209.497.206.703.911,6.94,19.29,29.35,56,20.38,2.23
2020-05-30,188.541.666.666.667,203.395.833.333.333,815.416.666.666.667,986.408.333.333.333,254.125,1.811.875,22.3,14.3,0,9,3936,228.658.536.585.366,2.6,9.52,13,56,11.79,1.5
2020-05-31,1.7875,207.625,727.708.333.333.333,984.954.166.666.667,342.125,195.291.666.666.667,25,14.3,0,7,4137,169.204.737.732.657,1.79,5.75,7.83,59.75,9.46,1.1
2020-06-01,139.791.666.666.667,219.708.333.333.333,760.833.333.333.333,986.097.916.666.667,1.933.125,194.020.833.333.333,23.8,14.9,1.6,15,7006,214.102.198.115.901,04.06,16.1,21.81,52.92,15.62,1.65
2020-06-02,153.958.333.333.333,222.104.166.666.667,798.125,985.597.916.666.667,243.75,193.666.666.666.667,23.2,14.3,0.1,13,7606,170.917.696.555.351,6.33,14.6,23.94,53.88,14.12,1.54
2020-06-03,141.041.666.666.667,226.229.166.666.667,786.666.666.666.667,9.787.875,292.229.166.666.667,208.395.833.333.333,27.6,16.9,14.1,12,7372,162.778.079.218.665,5.15,10.98,18.19,55.54,14.96,01.06
2020-06-04,184.166.666.666.667,277.958.333.333.333,776.458.333.333.333,97.336.875,173.270.833.333.333,1.740.625,21.2,13,1.3,10,4229,236.462.520.690.471,02.04,11.65,14.44,59.33,11,1.27
2020-06-05,189.583.333.333.333,2.770.625,609.583.333.333.333,979.2,344.666.666.666.667,1.900.625,26.3,12.5,0,8,4418,181.077.410.593.029,2.87,16.46,20.65,56.17,15.75,1.53
2020-06-06,203.958.333.333.333,173.708.333.333.333,78.75,979.379.166.666.667,343.666.666.666.667,198.375,24.6,14.2,0.2,3,1778,168.728.908.886.389,2.81,12.83,16.58,57.5,19.29,1.12
2020-06-07,144.375,163.458.333.333.333,906.875,979.025,150.666.666.666.667,171.666.666.666.667,20.3,14.6,25.5,8,4456,179.533.213.644.524,1.65,8.12,10.12,43.46,9.22,1.2
2020-06-08,201.041.666.666.667,229.020.833.333.333,762.083.333.333.333,983.472.916.666.667,248.708.333.333.333,1.520.625,19.2,11.8,0.6,15,9848,152.315.190.901.706,2.44,9.77,13.29,47.71,9.22,1.3
2020-06-09,155.625,206.354.166.666.667,783.333.333.333.333,985.754.166.666.667,245.75,1.566.875,22.7,12.1,10.7,16,9967,160.529.748.168.958,5.52,17.77,25.81,39.25,12.25,1.15
2020-06-10,120.208.333.333.333,191.916.666.666.667,781.666.666.666.667,985.004.166.666.667,257.229.166.666.667,168.625,21.3,12.2,3.9,12,5784,20.746.887.966.805,7.11,19.22,29.47,40.26,10.92,1.56
2020-06-11,186.458.333.333.333,176.708.333.333.333,84.25,977.764.583.333.333,163.604.166.666.667,180.854.166.666.667,21.4,14.8,0,9,4259,21.131.721.061.282,3.17,17.77,22.12,45,16.33,1
2020-06-12,218.333.333.333.333,248.458.333.333.333,640.625,975.058.333.333.333,326.791.666.666.667,204.291.666.666.667,25.7,16.5,0,18,8600,209.302.325.581.395,1.54,9.9,11.5,67.83,16.42,01.02
2020-06-13,191.666.666.666.667,274.708.333.333.333,560.208.333.333.333,982.483.333.333.333,345.958.333.333.333,201.729.166.666.667,26.1,15,0,2,908,220.264.317.180.617,2.88,13.04,16.81,57.83,16.67,1.42
2020-06-14,164.375,229.041.666.666.667,687.916.666.666.667,988.129.166.666.667,283.479.166.666.667,196.791.666.666.667,24.8,13.8,0,3,933,321.543.408.360.129,2.35,9.81,12.69,65.5,13.04,1.83
2020-06-15,206.875,211.416.666.666.667,739.791.666.666.667,989.464.583.333.333,3.505.625,203.083.333.333.333,24.3,15.1,0,22,8795,250.142.126.208.073,5.73,11.98,20.15,59.58,19.71,1.5
2020-06-16,135.208.333.333.333,288.270.833.333.333,870.208.333.333.333,987.470.833.333.333,113.458.333.333.333,175.541.666.666.667,20.8,15.9,8.8,5,1173,426.257.459.505.541,3.81,15.6,21.02,34.67,10.54,1.77
2020-06-17,1.7375,258.375,696.458.333.333.333,985.789.583.333.333,289.791.666.666.667,187.625,23.4,14.7,0,8,4739,168.811.985.650.981,6.67,14.9,24.73,43.92,14.21,1.7
2020-06-18,165.833.333.333.333,192.375,848.333.333.333.333,98.611.875,266.25,173.541.666.666.667,22.1,13.9,13.3,11,4826,227.932.034.811.438,04.04,17.31,23.06,48.33,10.21,01.06
2020-06-19,133.333.333.333.333,228.166.666.666.667,749.583.333.333.333,989.45,211.791.666.666.667,184.625,22.9,14.5,0,14,8304,16.859.344.894.027,6.87,17.51,27.49,46.5,16.83,1.22
2020-06-20,135.416.666.666.667,247.854.166.666.667,791.041.666.666.667,991.114.583.333.333,2.939.375,207.791.666.666.667,26.1,16,0,2,1326,150.829.562.594.268,3.44,10.4,15.27,47.92,15,1.15
2020-06-21,118.125,207.479.166.666.667,775.208.333.333.333,991.202.083.333.333,353.083.333.333.333,227.729.166.666.667,28.4,17.3,0,7,4973,140.760.104.564.649,03.06,11,15.17,47.08,18.04,1.48
2020-06-22,183.125,2.011.875,690.416.666.666.667,991.245.833.333.333,353.229.166.666.667,225.833.333.333.333,28.7,17.8,0,15,7319,204.946.030.878.535,5.98,14.73,23.56,50.21,20,1.4
2020-06-23,149.583.333.333.333,267.416.666.666.667,650.416.666.666.667,988.870.833.333.333,359.354.166.666.667,235.708.333.333.333,29.5,18.9,0,8,2473,323.493.732.308.936,11.48,17.23,34.43,37.85,28.87,1.7
2020-06-24,145.208.333.333.333,252.875,657.291.666.666.667,9.880.375,349.979.166.666.667,239.583.333.333.333,30,18.2,0,6,2826,212.314.225.053.079,3.54,12.25,16.98,46.83,31.5,1.29
2020-06-25,178.125,218.895.833.333.333,58,986.910.416.666.667,3.474.375,244.833.333.333.333,30.1,18.2,0,6,2843,211.044.671.122.054,5.77,17.35,25.67,51.08,17,1.23
2020-06-26,2.1375,214.520.833.333.333,519.166.666.666.667,985.647.916.666.667,351.333.333.333.333,243.375,30.2,19,0,13,5215,24.928.092.042.186,7.6,20.1,31.19,61.88,20.88,1.92
2020-06-27,178.333.333.333.333,187.791.666.666.667,741.875,98.605.625,339.416.666.666.667,235.020.833.333.333,28.5,19.3,0,3,2014,148.957.298.907.646,3.4,14.23,18.62,54.88,21.92,1.25
2020-06-28,177.916.666.666.667,220.083.333.333.333,682.916.666.666.667,98.775.625,351.479.166.666.667,24.75,30.4,19.3,0,4,2149,186.133.085.155.886,1.85,9.52,11.52,51.5,22.96,1.23
2020-06-29,225.416.666.666.667,1.840.625,784.375,98.725.625,208.125,234.875,27.3,19.2,0,6,3840,1.5625,6.56,13.71,23.08,47.54,26.83,01.08
2020-06-30,168.333.333.333.333,205.229.166.666.667,812.083.333.333.333,985.241.666.666.667,244.729.166.666.667,232.729.166.666.667,27.4,19.6,0,9,4878,18.450.184.501.845,2.15,9.48,12.17,55.08,17.21,1
2020-07-01,180.416.666.666.667,187.708.333.333.333,658.958.333.333.333,982.445.833.333.333,351.020.833.333.333,2.543.125,31.9,19,0,6,3204,187.265.917.602.996,6.71,17.06,26.85,48.46,26.08,1.31
2020-07-02,192.708.333.333.333,209.666.666.666.667,744.583.333.333.333,98.481.875,274.770.833.333.333,244.333.333.333.333,31.4,20.6,0,12,6869,174.697.918.183.142,5.15,13.19,20.44,56.38,20.33,01.08
2020-07-03,233.333.333.333.333,2.035.625,711.666.666.666.667,988.658.333.333.333,279.083.333.333.333,2.226.875,26.5,19.5,0,10,5699,175.469.380.593.087,2.87,11.96,15.74,52.5,14.96,1
2020-07-04,215.833.333.333.333,2.280.625,664.375,991.233.333.333.333,335.375,219.958.333.333.333,25.3,17.9,0,1,401,249.376.558.603.491,1.62,7.1,8.94,63.58,13.62,01.02
2020-07-05,152.291.666.666.667,237.625,578.125,989.5,355.979.166.666.667,251.291.666.666.667,32.7,18,0,1,399,25.062.656.641.604,2.56,12.71,16.1,58.42,18,1.12
2020-07-06,1.9625,178.270.833.333.333,64,986.466.666.666.667,352.166.666.666.667,256.645.833.333.333,32.9,20.3,0,17,11304,150.389.242.745.931,6.4,21.89,31,56.2,26.58,1.37
2020-07-07,190.208.333.333.333,206.979.166.666.667,726.458.333.333.333,98.664.375,290.25,231.333.333.333.333,27.7,19.7,0,11,7360,14.945.652.173.913,3.29,13.92,18.4,55.08,9.88,01.06
2020-07-08,223.958.333.333.333,2.058.125,608.958.333.333.333,9.877.875,344.854.166.666.667,2.406.875,30.7,17.8,0,14,5973,234.388.079.691.947,5.69,16.81,24.9,58.79,31.21,1.21
2020-07-09,174.791.666.666.667,207.25,60.875,98.725.625,307.583.333.333.333,254.791.666.666.667,32.1,20.3,0,17,7258,234.224.304.216.038,8.56,21.94,34.71,53.71,25.33,1.33
2020-07-10,1.825,206.875,529.791.666.666.667,986.377.083.333.333,281.125,245.583.333.333.333,29.8,20.9,0,5,2254,221.827.861.579.414,6.21,28.69,37.88,55.08,28.17,1.4
2020-07-11,206.458.333.333.333,227.208.333.333.333,655.625,988.154.166.666.667,341.75,246.291.666.666.667,31.3,18.9,0,10,4325,23.121.387.283.237,3.85,17.21,22.4,66.83,24,1.52
2020-07-12,154.166.666.666.667,220.208.333.333.333,672.708.333.333.333,989.483.333.333.333,234.770.833.333.333,238.916.666.666.667,30.4,19,0,5,2062,242.483.026.188.167,2.54,12.67,15.81,60.71,16.5,1.15
2020-07-13,178.125,205.604.166.666.667,672.916.666.666.667,988.95,269.354.166.666.667,240.604.166.666.667,30.9,20.3,0.7,25,11905,209.995.800.083.998,5.27,25.6,33.23,53.5,22.79,1.21
2020-07-14,206.041.666.666.667,222.145.833.333.333,573.125,986.758.333.333.333,310.791.666.666.667,242.395.833.333.333,28.8,20.7,0,11,6283,17.507.560.082.763,6.44,21.38,30.9,73.04,18.21,1.29
2020-07-15,205.625,2.301.875,628.333.333.333.333,987.254.166.666.667,292.979.166.666.667,232.708.333.333.333,29.8,18.6,0,11,6641,165.637.705.164.885,3.35,17.1,21.67,68.58,21.46,1.15
2020-07-16,209.791.666.666.667,151.458.333.333.333,817.916.666.666.667,989.004.166.666.667,192.270.833.333.333,213.583.333.333.333,24.1,18.8,0.3,17,8914,190.711.240.744.896,2.1,12.56,15.31,65.71,14.54,1
2020-07-17,173.541.666.666.667,203.895.833.333.333,724.583.333.333.333,986.916.666.666.667,236.666.666.666.667,230.625,28.1,19.2,0,15,7905,189.753.320.683.112,2.47,11.71,14.82,61.19,16.38,1
2020-07-18,165.208.333.333.333,2.096.875,688.125,98.625.625,315.916.666.666.667,2.441.875,30.3,20,0,9,5464,164.714.494.875.549,2.81,12.35,15.77,54.83,19.33,01.04
2020-07-19,1.875,257.395.833.333.333,632.291.666.666.667,986.272.916.666.667,3.500.625,2.571.875,32.7,20.6,0,6,2416,248.344.370.860.927,2.9,9.73,13.42,52.88,16.04,01.02
2020-07-20,160.833.333.333.333,2.541.875,64.625,987.852.083.333.333,252.625,2.513.125,32.2,19.9,0,13,6060,214.521.452.145.215,8.5,17.75,30.27,42.96,19.67,1
2020-07-21,186.458.333.333.333,213.291.666.666.667,603.125,989.772.916.666.667,3.399.375,247.854.166.666.667,31.1,19.6,0,21,10226,2.053.588.891.062,9.67,20.79,35,42.62,20.75,1.33
2020-07-22,158.958.333.333.333,226.708.333.333.333,511.666.666.666.667,989.072.916.666.667,2.691.875,255.645.833.333.333,33.5,19.1,0,19,7540,251.989.389.920.424,7,20.65,30.77,50.38,21.08,1.23
2020-07-23,210.625,207.520.833.333.333,482.916.666.666.667,98.581.875,331.729.166.666.667,266.895.833.333.333,32.6,21.8,0,30,14235,210.748.155.953.635,7.92,27.94,39.46,68.04,27.1,1.91
2020-07-24,201.666.666.666.667,2.186.875,558.125,985.110.416.666.667,298.354.166.666.667,26.25,32.1,22.2,0,23,9006,255.385.298.689.762,4.28,21.59,27.52,70.33,27.29,1
2020-07-25,188.333.333.333.333,208.354.166.666.667,652.083.333.333.333,985.558.333.333.333,301.666.666.666.667,258.333.333.333.333,31.6,21,0,15,8489,176.699.257.863.117,1.85,9.42,11.4,78.33,19.92,1
2020-07-26,205.208.333.333.333,192.145.833.333.333,753.541.666.666.667,9.866.125,303.041.666.666.667,253.145.833.333.333,30.9,20.7,0,7,3293,212.572.122.684.482,2.62,10.88,14.12,70.29,18.62,1
2020-07-27,130.208.333.333.333,236.833.333.333.333,541.041.666.666.667,987.066.666.666.667,328.083.333.333.333,2.754.375,37,19.8,0,20,7654,261.301.280.376.274,6.77,16.85,26.48,60.83,21.46,1
2020-07-28,153.958.333.333.333,191.166.666.666.667,587.708.333.333.333,986.629.166.666.666,288.375,269.083.333.333.333,32.8,21.7,0,18,7964,226.017.076.845.806,8.94,26.75,40.06,58.46,30.33,1.4
2020-07-29,1.7375,2.078.125,656.458.333.333.333,987.145.833.333.333,320.395.833.333.333,2.630.625,33.2,20.9,0,28,14478,193.396.878.021.826,4.81,21.46,28.29,56.21,23.92,01.06
2020-07-30,165.625,216.645.833.333.333,499.791.666.666.667,987.095.833.333.333,321.229.166.666.667,277.666.666.666.667,35.1,21.1,0,18,9181,196.057.074.392.768,10.06,30.52,45.52,48.42,27.71,1.23
2020-07-31,169.166.666.666.667,220.166.666.666.667,458.333.333.333.333,986.110.416.666.667,293.083.333.333.333,28.075,34.7,22.3,0.4,22,11858,185.528.756.957.328,9.46,36.58,50.75,44,35.46,2.32
2020-08-01,171.666.666.666.667,212.354.166.666.667,429.791.666.666.667,985.429.166.666.667,3.213.125,2.911.875,35.2,23,0,4,2793,143.215.180.809.166,3.12,20.98,25.23,66.79,28.42,1.55
2020-08-02,186.458.333.333.333,214.875,64.25,984.620.833.333.333,308.291.666.666.667,26.975,32.9,22.6,0.1,12,5558,215.905.001.799.208,1.35,8.52,9.75,57.25,19.67,1.17
2020-08-03,270.625,215.395.833.333.333,656.041.666.666.667,983.727.083.333.333,2.970.625,230.520.833.333.333,27.1,16.3,3.7,21,11249,186.683.260.734.287,03.06,9.54,13.73,51.58,14.5,1
2020-08-04,2.6125,215.458.333.333.333,70.375,984.666.666.666.667,307.416.666.666.667,22.7,26.9,19.7,0,12,5501,218.142.155.971.642,1.92,6.98,9.31,55.29,12.42,1
2020-08-05,180.625,213.75,713.541.666.666.667,984.766.666.666.667,316.729.166.666.667,242.791.666.666.667,29.6,18.4,0,25,10368,241.126.543.209.877,7.67,13.5,24.73,50.46,19.08,1.23
2020-08-06,190.833.333.333.333,2.370.625,608.125,986.958.333.333.333,3.259.375,262.416.666.666.667,33.1,20.2,0,38,15457,245.843.307.239.438,7,19.6,29.62,46,17.5,1.27
2020-08-07,153.333.333.333.333,256.895.833.333.333,448.541.666.666.667,988.433.333.333.334,3.209.375,27.45,34,21.6,0,13,6792,191.401.648.998.822,6.54,19.73,29.02,54.38,22,01.02
2020-08-08,1.7625,236.645.833.333.333,47.125,988.814.583.333.333,294.125,285.520.833.333.333,34.5,22.7,0,3,1355,22.140.221.402.214,05.06,22.96,30.23,59.5,18.67,1.83
2020-08-09,197.291.666.666.667,222.083.333.333.333,433.958.333.333.333,986.504.166.666.667,300.333.333.333.333,2.894.375,33.3,23.7,0,5,1636,305.623.471.882.641,2.54,18.5,21.67,74.96,20.08,1.32
2020-08-10,141.041.666.666.667,268.104.166.666.667,481.666.666.666.667,984.660.416.666.667,223.604.166.666.667,277.833.333.333.333,34.3,22,0,28,14793,189.278.712.904.752,06.02,24.4,33.12,57.62,25.58,1.26
2020-08-11,145.208.333.333.333,199.708.333.333.333,577.291.666.666.667,985.514.583.333.333,219.666.666.666.667,264.583.333.333.333,33.9,22,0,20,9692,206.355.757.325.629,9.38,28.08,41.88,55.08,26.5,1.4
2020-08-12,150.208.333.333.333,203.791.666.666.667,669.583.333.333.333,984.183.333.333.333,253.75,268.166.666.666.667,32.4,22.2,0,27,11980,225.375.626.043.406,2.42,18.88,21.85,69.12,27.83,01.06
2020-08-13,143.125,189.020.833.333.333,705.208.333.333.333,984.875,279.854.166.666.667,268.020.833.333.333,31.9,22.1,0,18,8406,214.132.762.312.634,04.08,21.5,27.04,54.54,32,1
2020-08-14,1.925,190.604.166.666.667,742.083.333.333.333,9.858.875,223.854.166.666.667,2.520.625,29.7,22,0,17,8596,197.766.402.978.129,5.31,16.27,23.67,62.08,24.71,1
2020-08-15,154.791.666.666.667,233.666.666.666.667,720.625,983.233.333.333.333,2.946.875,256.541.666.666.667,31.9,20.7,0,6,2885,207.972.270.363.951,02.08,9.52,11.92,56.25,21.04,1
2020-08-16,187.083.333.333.333,192.145.833.333.333,761.875,982.210.416.666.667,241.041.666.666.667,246.145.833.333.333,30,21,0,18,9146,196.807.347.474.306,3.69,15.17,20.1,57.25,19.96,1
2020-08-17,207.708.333.333.333,211.541.666.666.667,733.541.666.666.667,9.841.125,249.875,241.520.833.333.333,28.3,19.4,0,31,14621,212.023.801.381.574,5.19,15.54,22.9,56.88,20.83,1.13
2020-08-18,1.0375,199.041.666.666.667,716.875,98.416.875,1.521.875,246.375,29.1,22.2,0,26,12079,215.249.606.755.526,3.13,19.15,23.52,54.83,20.15,01.02
2020-08-19,155.208.333.333.333,247.708.333.333.333,642.083.333.333.333,981.554.166.666.667,300.041.666.666.667,262.583.333.333.333,33.1,19.9,0,26,12071,215.392.262.447.187,6.83,18.08,27.9,48.42,19.71,1.28
2020-08-20,1.725,180.104.166.666.667,698.125,981.904.166.666.667,297.958.333.333.333,265.458.333.333.333,33.6,20.7,0,28,15102,18.540.590.650.245,6.98,16.75,27.12,48.33,21.62,1
2020-08-21,146.041.666.666.667,1.895.625,768.125,9.845.625,279.770.833.333.333,2.631.875,33.4,20.8,0,37,16138,229.272.524.476.391,6.15,19.62,28.69,31.36,25.67,1.28
2020-08-22,204.583.333.333.333,219.541.666.666.667,745.208.333.333.333,989.358.333.333.333,227.895.833.333.333,2.593.125,31.5,22,0,15,7588,197.680.548.234.054,2.81,11.21,15,76.75,17.78,1
2020-08-23,219.166.666.666.667,194.25,712.708.333.333.333,989.702.083.333.333,2.593.125,249.395.833.333.333,29.7,21.8,0,7,3802,184.113.624.408.206,2.33,09.06,11.96,53.12,15.46,01.04
2020-08-24,2.575,216.479.166.666.667,740.625,987.260.416.666.667,248.125,23.45,26.8,20.2,0,35,15147,231.068.858.519.839,2.77,11.48,15.12,54.92,18.65,1
2020-08-25,163.333.333.333.333,265.354.166.666.667,745.625,986.233.333.333.333,2.873.125,256.291.666.666.667,32.2,19.9,0,33,13361,246.987.500.935.559,8.31,17.9,30.1,47.12,22.75,1.32
2020-08-26,153.125,222.125,723.125,988.866.666.666.667,262.375,2.633.125,33.3,21.2,0,20,8190,244.200.244.200.244,7.76,13.24,24.52,45,25.21,01.02
2020-08-27,168.541.666.666.667,220.770.833.333.333,755.208.333.333.333,986.804.166.666.667,230.375,255.458.333.333.333,31.6,21,0,26,10486,247.949.647.148.579,5.85,11.48,19.6,48.5,22.17,1
2020-08-28,241.875,187.729.166.666.667,774.375,978.522.916.666.667,200.479.166.666.667,24.675,31,18.7,2,44,16823,26.154.669.202.877,6.37,12.59,21.7,49.62,23.92,01.04
